project_type,size_sqm,num_workers,location,materials,complexity,duration_days,project_type_encoded,location_encoded,materials_encoded
commercial,503.5,2,urban,standard,5,138,0,2,2
commercial,718.7,10,rural,basic,5,180,0,0,0
landscaping,288.1,5,suburban,premium,1,14,2,1,1
renovation,101.4,3,rural,premium,3,12,3,0,1
renovation,47.1,5,urban,premium,4,4,3,2,1
landscaping,408.4,4,suburban,premium,2,27,2,1,1
commercial,543.8,10,rural,basic,2,71,0,0,0
renovation,113.1,1,suburban,premium,3,21,3,1,1
renovation,112.9,10,rural,basic,3,5,3,0,0
commercial,237.6,7,rural,premium,5,65,0,0,1
landscaping,117.6,1,rural,premium,2,16,2,0,1
landscaping,226.7,6,urban,standard,2,8,2,2,2
house,159.8,10,suburban,basic,2,10,1,1,0
landscaping,162.5,8,urban,standard,1,3,2,2,2
renovation,73.9,5,suburban,premium,3,8,3,1,1
renovation,46.1,10,rural,premium,5,5,3,0,1
house,83.0,10,rural,basic,4,11,1,0,0
commercial,566.5,9,suburban,premium,3,75,0,1,1
commercial,615.4,6,urban,premium,5,120,0,2,1
landscaping,305.3,2,rural,premium,1,26,2,0,1
house,214.1,7,rural,premium,4,60,1,0,1
house,118.9,2,rural,basic,4,30,1,0,0
house,154.4,2,urban,premium,5,47,1,2,1
house,108.0,1,suburban,standard,1,20,1,1,2
renovation,60.7,3,suburban,standard,2,3,3,1,2
house,191.2,2,suburban,premium,3,41,1,1,1
landscaping,263.8,3,suburban,basic,2,16,2,1,0
landscaping,305.1,6,suburban,premium,3,20,2,1,1
house,55.5,1,rural,standard,2,19,1,0,2
landscaping,258.3,6,rural,premium,5,30,2,0,1
landscaping,176.8,6,suburban,basic,3,8,2,1,0
commercial,708.0,1,suburban,standard,5,300,0,1,2
house,155.4,7,urban,premium,1,19,1,2,1
renovation,101.6,6,suburban,basic,5,8,3,1,0
renovation,52.2,5,suburban,premium,1,3,3,1,1
house,180.3,9,urban,standard,5,23,1,2,2
renovation,84.3,3,urban,premium,2,5,3,2,1
landscaping,187.2,1,urban,premium,2,19,2,2,1
renovation,95.1,8,urban,standard,3,5,3,2,2
landscaping,133.9,7,urban,standard,5,6,2,2,2
landscaping,250.5,4,suburban,standard,5,21,2,1,2
renovation,94.1,4,urban,basic,1,4,3,2,0
commercial,641.3,6,suburban,premium,3,127,0,1,1
renovation,114.1,8,urban,standard,1,5,3,2,2
landscaping,105.3,6,suburban,premium,4,7,2,1,1
house,66.0,5,rural,premium,1,8,1,0,1
landscaping,98.0,2,urban,basic,1,5,2,2,0
house,139.0,7,rural,basic,4,18,1,0,0
commercial,606.3,7,rural,premium,5,213,0,0,1
renovation,48.0,2,urban,basic,4,5,3,2,0
renovation,141.6,10,suburban,basic,4,7,3,1,0
renovation,105.8,9,rural,standard,4,8,3,0,2
commercial,379.2,2,urban,standard,4,149,0,2,2
landscaping,104.2,5,urban,basic,2,4,2,2,0
commercial,630.8,2,suburban,premium,3,236,0,1,1
renovation,84.2,4,urban,standard,4,7,3,2,2
commercial,524.7,3,suburban,premium,1,110,0,1,1
commercial,766.1,1,suburban,basic,1,176,0,1,0
renovation,32.7,7,urban,standard,4,2,3,2,2
renovation,92.3,3,urban,standard,4,8,3,2,2
landscaping,261.8,2,urban,premium,3,31,2,2,1
commercial,104.9,10,rural,standard,2,16,0,0,2
commercial,362.2,9,rural,premium,5,101,0,0,1
commercial,559.8,3,rural,premium,3,213,0,0,1
house,152.9,1,urban,standard,4,53,1,2,2
house,226.6,8,rural,standard,5,38,1,0,2
commercial,682.0,5,rural,premium,4,207,0,0,1
landscaping,319.6,2,suburban,standard,3,25,2,1,2
house,119.9,2,urban,basic,3,21,1,2,0
commercial,599.9,4,urban,basic,2,74,0,2,0
commercial,216.9,6,rural,premium,3,60,0,0,1
commercial,367.1,1,rural,standard,2,139,0,0,2
renovation,108.2,6,urban,premium,1,6,3,2,1
renovation,58.7,4,rural,standard,4,6,3,0,2
landscaping,167.6,10,urban,premium,1,6,2,2,1
house,267.2,8,urban,basic,5,32,1,2,0
commercial,302.4,4,urban,standard,1,39,0,2,2
commercial,395.4,3,rural,standard,3,93,0,0,2
house,110.1,8,suburban,standard,4,13,1,1,2
commercial,715.9,8,suburban,basic,2,88,0,1,0
renovation,98.3,4,suburban,basic,1,4,3,1,0
landscaping,241.5,8,urban,standard,2,8,2,2,2
house,133.4,4,suburban,premium,4,33,1,1,1
renovation,77.9,7,rural,basic,5,8,3,0,0
renovation,89.3,9,urban,standard,3,4,3,2,2
landscaping,174.1,6,urban,premium,3,11,2,2,1
landscaping,55.0,8,rural,basic,1,1,2,0,0
renovation,31.2,3,rural,basic,5,4,3,0,0
commercial,885.1,8,suburban,premium,2,109,0,1,1
commercial,189.4,8,rural,standard,4,28,0,0,2
commercial,487.8,9,rural,premium,5,128,0,0,1
renovation,108.6,3,urban,basic,3,9,3,2,0
renovation,64.1,10,rural,premium,5,5,3,0,1
landscaping,306.0,5,urban,premium,4,24,2,2,1
commercial,634.1,7,urban,standard,5,113,0,2,2
renovation,95.5,7,urban,basic,2,3,3,2,0
commercial,862.1,2,urban,basic,5,262,0,2,0
house,238.3,3,urban,basic,4,43,1,2,0
house,198.7,7,rural,basic,4,25,1,0,0
renovation,20.5,6,urban,premium,1,1,3,2,1
commercial,632.1,2,urban,standard,3,149,0,2,2
commercial,730.7,1,rural,basic,5,463,0,0,0
house,206.1,10,rural,standard,3,21,1,0,2
house,120.7,4,suburban,basic,1,11,1,1,0
renovation,91.2,10,urban,basic,1,3,3,2,0
renovation,66.4,6,urban,basic,3,3,3,2,0
house,170.9,4,rural,standard,1,20,1,0,2
landscaping,183.8,6,suburban,standard,2,7,2,1,2
renovation,29.5,1,urban,standard,5,5,3,2,2
landscaping,222.5,2,urban,basic,4,21,2,2,0
house,161.5,1,rural,basic,1,27,1,0,0
renovation,94.0,2,suburban,premium,4,11,3,1,1
renovation,53.6,9,urban,standard,2,2,3,2,2
renovation,46.7,10,suburban,premium,4,3,3,1,1
landscaping,173.7,8,urban,standard,2,6,2,2,2
landscaping,276.7,9,urban,premium,4,13,2,2,1
house,122.8,6,rural,basic,4,21,1,0,0
commercial,732.2,4,suburban,standard,4,151,0,1,2
house,84.6,3,rural,basic,3,16,1,0,0
commercial,581.7,6,rural,standard,1,84,0,0,2
commercial,437.3,5,urban,premium,5,110,0,2,1
landscaping,310.9,5,rural,basic,4,20,2,0,0
landscaping,120.1,8,suburban,standard,1,2,2,1,2
renovation,65.8,6,urban,premium,3,4,3,2,1
renovation,98.7,1,rural,basic,4,21,3,0,0
landscaping,114.0,4,urban,standard,3,6,2,2,2
renovation,145.0,5,rural,premium,1,9,3,0,1
renovation,107.6,2,suburban,basic,4,11,3,1,0
house,115.1,10,rural,basic,3,14,1,0,0
landscaping,284.5,6,rural,basic,2,13,2,0,0
landscaping,252.9,9,suburban,premium,1,7,2,1,1
renovation,99.1,10,suburban,premium,2,5,3,1,1
renovation,87.6,9,suburban,basic,5,4,3,1,0
house,129.5,8,suburban,basic,1,7,1,1,0
landscaping,408.3,8,rural,premium,1,20,2,0,1
commercial,675.1,6,suburban,premium,4,156,0,1,1
commercial,667.3,7,rural,basic,3,87,0,0,0
house,158.6,10,suburban,basic,2,12,1,1,0
renovation,64.0,10,rural,basic,2,3,3,0,0
house,201.4,8,suburban,premium,5,31,1,1,1
house,120.7,7,suburban,premium,1,12,1,1,1
renovation,110.0,1,urban,premium,1,15,3,2,1
house,194.1,8,urban,standard,3,20,1,2,2
renovation,123.6,3,rural,basic,4,13,3,0,0
commercial,525.7,5,urban,standard,1,50,0,2,2
house,104.9,6,rural,standard,4,24,1,0,2
commercial,462.5,5,urban,basic,1,49,0,2,0
renovation,104.4,3,rural,basic,3,7,3,0,0
commercial,468.0,9,rural,premium,1,61,0,0,1
landscaping,259.7,2,urban,premium,2,20,2,2,1
renovation,62.5,8,rural,standard,3,4,3,0,2
landscaping,172.9,7,suburban,standard,1,6,2,1,2
renovation,42.8,5,urban,basic,3,2,3,2,0
landscaping,419.1,5,rural,premium,3,29,2,0,1
renovation,92.9,4,urban,basic,4,7,3,2,0
renovation,42.6,2,suburban,basic,3,3,3,1,0
house,187.2,3,rural,standard,3,39,1,0,2
house,162.5,8,urban,basic,4,10,1,2,0
landscaping,181.7,10,suburban,basic,4,7,2,1,0
commercial,716.9,6,rural,standard,4,131,0,0,2
renovation,55.2,5,suburban,premium,2,5,3,1,1
landscaping,213.1,4,urban,basic,3,10,2,2,0
house,65.5,10,suburban,basic,4,6,1,1,0
renovation,87.0,5,suburban,standard,4,8,3,1,2
landscaping,275.8,10,rural,standard,2,9,2,0,2
renovation,135.4,9,urban,basic,2,5,3,2,0
landscaping,116.6,9,suburban,basic,3,3,2,1,0
landscaping,235.8,4,urban,basic,4,13,2,2,0
commercial,622.7,7,rural,standard,1,73,0,0,2
house,111.7,2,suburban,standard,4,26,1,1,2
renovation,84.7,7,suburban,standard,4,6,3,1,2
renovation,74.7,5,urban,standard,3,5,3,2,2
commercial,406.9,2,suburban,standard,3,114,0,1,2
house,188.9,1,suburban,standard,2,38,1,1,2
house,106.8,8,suburban,standard,1,9,1,1,2
commercial,697.7,7,urban,premium,3,111,0,2,1
renovation,99.5,4,urban,basic,3,5,3,2,0
house,173.9,10,urban,basic,5,15,1,2,0
landscaping,174.3,6,rural,standard,2,8,2,0,2
landscaping,123.7,1,suburban,standard,2,14,2,1,2
house,119.3,8,urban,standard,5,14,1,2,2
house,107.6,1,urban,basic,1,15,1,2,0
house,275.3,9,urban,standard,5,29,1,2,2
house,202.4,10,rural,premium,2,21,1,0,1
landscaping,114.3,6,urban,premium,2,4,2,2,1
renovation,114.5,5,suburban,basic,3,6,3,1,0
house,100.1,7,urban,standard,4,8,1,2,2
renovation,47.3,10,urban,basic,2,2,3,2,0
commercial,802.1,10,rural,standard,1,82,0,0,2
commercial,295.6,5,rural,standard,4,74,0,0,2
renovation,53.0,9,suburban,standard,2,2,3,1,2
renovation,33.4,5,urban,basic,3,2,3,2,0
house,176.3,7,urban,standard,5,23,1,2,2
commercial,521.6,5,suburban,basic,4,112,0,1,0
landscaping,200.1,9,rural,premium,5,14,2,0,1
commercial,853.3,4,urban,basic,3,141,0,2,0
landscaping,119.0,8,suburban,standard,1,3,2,1,2
renovation,62.9,8,rural,basic,2,3,3,0,0
renovation,31.4,10,suburban,premium,5,3,3,1,1
house,133.4,4,rural,premium,5,46,1,0,1
commercial,75.9,4,suburban,basic,3,15,0,1,0
landscaping,100.4,10,rural,premium,5,8,2,0,1
house,128.2,1,suburban,standard,1,29,1,1,2
house,130.8,8,suburban,standard,1,8,1,1,2
renovation,54.8,7,rural,standard,5,5,3,0,2
house,136.8,8,urban,premium,1,9,1,2,1
commercial,634.0,10,suburban,standard,4,118,0,1,2
renovation,100.8,2,suburban,premium,4,20,3,1,1
landscaping,152.0,4,urban,basic,5,10,2,2,0
landscaping,251.8,7,rural,premium,2,13,2,0,1
house,142.8,5,suburban,standard,1,12,1,1,2
commercial,404.2,10,rural,standard,3,67,0,0,2
commercial,356.0,9,rural,standard,3,60,0,0,2
commercial,436.9,2,urban,premium,4,132,0,2,1
renovation,26.4,10,suburban,basic,2,1,3,1,0
renovation,59.0,1,suburban,premium,3,12,3,1,1
commercial,641.3,4,urban,standard,4,125,0,2,2
landscaping,266.9,5,suburban,standard,4,14,2,1,2
house,179.9,10,suburban,standard,1,12,1,1,2
house,206.0,9,urban,standard,4,25,1,2,2
house,181.1,5,urban,premium,3,26,1,2,1
commercial,275.2,10,suburban,premium,3,44,0,1,1
commercial,274.6,7,rural,premium,3,63,0,0,1
renovation,85.9,6,rural,standard,2,4,3,0,2
house,175.5,10,rural,premium,5,33,1,0,1
commercial,528.6,1,rural,standard,4,263,0,0,2
commercial,271.8,9,urban,basic,1,20,0,2,0
renovation,38.4,3,rural,premium,5,7,3,0,1
renovation,84.2,4,suburban,basic,4,7,3,1,0
commercial,435.8,8,suburban,premium,1,56,0,1,1
renovation,77.0,6,rural,basic,1,2,3,0,0
renovation,113.0,10,urban,basic,2,4,3,2,0
renovation,58.9,1,urban,premium,1,6,3,2,1
landscaping,209.4,1,suburban,basic,5,19,2,1,0
landscaping,194.5,4,rural,standard,2,11,2,0,2
landscaping,134.4,3,rural,basic,5,14,2,0,0
commercial,293.1,5,suburban,basic,3,31,0,1,0
renovation,92.7,9,rural,premium,4,9,3,0,1
house,159.3,8,suburban,standard,4,15,1,1,2
renovation,87.4,3,urban,standard,5,9,3,2,2
commercial,20.0,1,rural,premium,4,17,0,0,1
commercial,585.3,9,urban,basic,5,74,0,2,0
house,221.7,3,urban,premium,5,45,1,2,1
commercial,431.3,10,suburban,basic,1,37,0,1,0
renovation,115.5,6,suburban,premium,4,9,3,1,1
house,164.9,10,suburban,standard,2,14,1,1,2
renovation,49.2,9,rural,basic,4,3,3,0,0
commercial,181.5,2,suburban,premium,3,76,0,1,1
landscaping,300.5,7,rural,basic,4,19,2,0,0
commercial,356.9,5,suburban,standard,3,61,0,1,2
landscaping,239.0,7,rural,standard,4,16,2,0,2
renovation,28.0,6,suburban,standard,5,3,3,1,2
house,174.2,5,rural,standard,2,23,1,0,2
landscaping,266.4,7,rural,premium,1,12,2,0,1
renovation,68.0,5,suburban,standard,1,3,3,1,2
landscaping,161.1,2,suburban,premium,2,16,2,1,1
landscaping,313.6,5,urban,basic,3,14,2,2,0
landscaping,194.4,5,urban,basic,4,9,2,2,0
landscaping,261.5,1,suburban,standard,1,19,2,1,2
landscaping,66.8,1,urban,standard,5,6,2,2,2
renovation,137.9,7,suburban,standard,2,7,3,1,2
house,128.7,10,rural,standard,3,10,1,0,2
house,160.7,3,urban,premium,5,48,1,2,1
commercial,146.4,3,rural,standard,5,48,0,0,2
house,113.7,5,rural,premium,5,25,1,0,1
commercial,535.1,9,suburban,standard,5,105,0,1,2
house,157.8,9,rural,premium,3,27,1,0,1
house,103.2,7,urban,standard,4,10,1,2,2
commercial,363.3,10,rural,basic,4,51,0,0,0
commercial,462.8,3,rural,premium,4,213,0,0,1
commercial,630.4,8,rural,standard,2,90,0,0,2
renovation,83.8,3,rural,standard,5,11,3,0,2
house,148.8,1,suburban,basic,1,25,1,1,0
renovation,39.5,2,urban,standard,2,3,3,2,2
commercial,426.7,8,suburban,basic,5,70,0,1,0
landscaping,120.9,5,suburban,premium,3,11,2,1,1
house,76.9,5,suburban,basic,1,6,1,1,0
house,100.4,1,suburban,standard,3,30,1,1,2
house,138.9,2,suburban,basic,2,23,1,1,0
landscaping,321.6,10,suburban,premium,2,14,2,1,1
landscaping,236.8,3,suburban,premium,4,23,2,1,1
renovation,126.6,10,urban,basic,1,4,3,2,0
landscaping,225.1,7,rural,premium,2,12,2,0,1
commercial,523.7,1,suburban,standard,5,229,0,1,2
house,115.4,5,suburban,standard,2,13,1,1,2
landscaping,182.0,4,urban,standard,2,10,2,2,2
landscaping,122.2,6,suburban,standard,3,4,2,1,2
renovation,61.8,4,urban,basic,2,3,3,2,0
commercial,733.4,6,urban,standard,4,147,0,2,2
commercial,277.0,8,rural,standard,1,36,0,0,2
commercial,734.0,5,suburban,basic,2,91,0,1,0
house,198.0,6,rural,standard,1,17,1,0,2
house,173.4,3,urban,basic,2,19,1,2,0
landscaping,117.2,4,urban,premium,2,7,2,2,1
house,235.0,5,rural,basic,4,42,1,0,0
landscaping,267.4,2,urban,premium,4,30,2,2,1
renovation,69.4,7,urban,premium,3,4,3,2,1
house,140.3,3,suburban,premium,5,45,1,1,1
renovation,71.9,5,urban,standard,4,5,3,2,2
landscaping,402.5,1,suburban,standard,4,43,2,1,2
commercial,563.0,5,urban,basic,5,100,0,2,0
commercial,850.2,4,suburban,standard,5,194,0,1,2
house,101.6,4,rural,standard,4,21,1,0,2
commercial,260.8,3,suburban,basic,2,45,0,1,0
landscaping,251.6,10,rural,standard,5,15,2,0,2
house,218.8,10,rural,basic,1,14,1,0,0
landscaping,119.7,6,suburban,basic,5,7,2,1,0
house,158.1,6,urban,premium,2,13,1,2,1
renovation,107.2,7,suburban,basic,3,2,3,1,0
commercial,431.8,4,suburban,standard,4,110,0,1,2
commercial,586.7,1,rural,premium,2,260,0,0,1
landscaping,312.8,2,rural,basic,1,19,2,0,0
renovation,135.4,10,suburban,standard,4,8,3,1,2
renovation,44.0,10,urban,standard,4,2,3,2,2
landscaping,329.0,10,suburban,premium,1,12,2,1,1
landscaping,194.5,4,rural,standard,2,10,2,0,2
house,236.0,9,urban,premium,5,37,1,2,1
landscaping,78.0,5,suburban,premium,4,6,2,1,1
landscaping,78.1,10,rural,basic,4,3,2,0,0
commercial,499.7,5,urban,standard,2,63,0,2,2
commercial,450.4,3,rural,basic,3,99,0,0,0
renovation,87.3,3,urban,basic,4,8,3,2,0
renovation,89.4,3,suburban,standard,2,7,3,1,2
commercial,439.3,6,rural,standard,1,73,0,0,2
house,173.2,6,rural,standard,5,28,1,0,2
landscaping,300.6,5,rural,basic,3,15,2,0,0
renovation,86.9,9,rural,premium,3,7,3,0,1
renovation,84.8,9,rural,standard,4,5,3,0,2
landscaping,192.9,4,rural,standard,4,19,2,0,2
landscaping,235.0,10,suburban,standard,1,6,2,1,2
house,103.1,7,suburban,premium,2,14,1,1,1
landscaping,160.2,2,urban,standard,5,18,2,2,2
landscaping,307.0,5,urban,standard,4,16,2,2,2
commercial,718.7,1,suburban,basic,3,206,0,1,0
commercial,320.0,1,urban,standard,1,70,0,2,2
house,114.9,1,suburban,standard,3,28,1,1,2
renovation,65.3,9,urban,basic,4,3,3,2,0
house,115.2,9,urban,premium,1,9,1,2,1
commercial,607.3,8,suburban,standard,2,51,0,1,2
landscaping,164.8,4,urban,premium,3,8,2,2,1
commercial,497.3,6,suburban,basic,2,49,0,1,0
commercial,282.1,4,rural,premium,2,54,0,0,1
landscaping,284.7,1,rural,basic,4,42,2,0,0
renovation,66.9,7,suburban,premium,2,3,3,1,1
renovation,61.7,10,urban,basic,5,3,3,2,0
landscaping,239.7,10,rural,standard,1,7,2,0,2
renovation,20.0,5,rural,standard,5,2,3,0,2
renovation,106.0,9,urban,premium,5,10,3,2,1
renovation,94.6,6,rural,premium,3,11,3,0,1
landscaping,323.2,1,urban,basic,1,19,2,2,0
house,247.1,6,suburban,standard,3,29,1,1,2
house,111.2,3,rural,premium,1,26,1,0,1
renovation,80.6,10,rural,premium,2,6,3,0,1
landscaping,140.8,5,rural,premium,2,9,2,0,1
renovation,111.4,5,rural,standard,4,12,3,0,2
house,203.9,10,suburban,basic,2,14,1,1,0
renovation,66.1,7,urban,basic,5,3,3,2,0
landscaping,101.2,8,suburban,premium,4,6,2,1,1
commercial,707.0,4,suburban,premium,2,129,0,1,1
house,168.9,4,urban,basic,3,24,1,2,0
landscaping,154.0,10,rural,premium,2,8,2,0,1
renovation,81.0,7,suburban,standard,2,4,3,1,2
commercial,460.3,9,rural,basic,2,54,0,0,0
landscaping,274.5,8,urban,standard,3,6,2,2,2
landscaping,185.6,10,rural,premium,4,13,2,0,1
commercial,778.4,6,suburban,basic,1,52,0,1,0
house,140.8,1,urban,basic,3,42,1,2,0
landscaping,313.9,4,rural,basic,3,23,2,0,0
house,206.1,1,urban,standard,1,38,1,2,2
commercial,493.9,4,urban,standard,5,131,0,2,2
landscaping,152.8,1,rural,standard,4,25,2,0,2
landscaping,293.0,8,urban,standard,3,13,2,2,2
landscaping,148.3,3,urban,premium,4,15,2,2,1
landscaping,334.9,3,rural,premium,3,31,2,0,1
landscaping,182.6,5,suburban,premium,3,12,2,1,1
landscaping,251.0,6,urban,standard,5,13,2,2,2
house,185.8,1,suburban,standard,2,42,1,1,2
commercial,613.3,5,urban,basic,4,112,0,2,0
renovation,79.0,6,suburban,basic,4,4,3,1,0
landscaping,270.2,4,rural,basic,1,10,2,0,0
landscaping,132.8,6,rural,basic,2,5,2,0,0
landscaping,208.6,2,urban,premium,3,19,2,2,1
landscaping,220.5,2,suburban,basic,4,17,2,1,0
commercial,551.5,5,urban,basic,4,74,0,2,0
commercial,426.1,2,urban,basic,1,66,0,2,0
landscaping,43.5,9,rural,premium,5,3,2,0,1
landscaping,144.6,8,urban,basic,4,5,2,2,0
commercial,592.9,3,suburban,basic,5,152,0,1,0
house,130.9,6,rural,premium,1,18,1,0,1
landscaping,293.1,10,suburban,premium,3,16,2,1,1
landscaping,283.6,5,urban,basic,3,11,2,2,0
house,187.6,2,rural,basic,1,27,1,0,0
house,221.7,5,rural,basic,5,29,1,0,0
landscaping,66.3,3,rural,standard,2,6,2,0,2
commercial,690.6,7,urban,standard,2,67,0,2,2
commercial,787.4,3,suburban,basic,3,151,0,1,0
landscaping,165.4,8,urban,premium,2,7,2,2,1
